,open,high,low,close,volume
2024-03-26 00:42:24.919922+05:30,10126.921318593008,10228.190531778937,10025.652105407078,10120.618089950707,876472
2024-03-27 00:42:24.919922+05:30,10191.043537921729,10292.953973300946,10089.133102542512,10085.339362818897,578750
2024-03-28 00:42:24.919922+05:30,10320.501493537593,10423.70650847297,10217.296478602217,10373.521802068059,332979
2024-03-29 00:42:24.919922+05:30,10531.826282768523,10637.144545596208,10426.508019940838,10462.975933408217,564489
2024-04-01 00:42:24.919922+05:30,10603.534826725312,10709.570174992565,10497.49947845806,10638.044239424433,274659
2024-04-02 00:42:24.919922+05:30,10530.707078880967,10636.014149669776,10425.400008092158,10506.715797220373,531377
2024-04-03 00:42:24.919922+05:30,10595.039099293575,10700.98949028651,10489.08870830064,10632.505148976932,317555
2024-04-04 00:42:24.919922+05:30,10678.980057922307,10785.76985850153,10572.190257343083,10641.557936012861,332794
2024-04-05 00:42:24.919922+05:30,10726.70449392121,10833.971538860422,10619.437448981998,10741.78001167177,576268
2024-04-08 00:42:24.919922+05:30,10654.91477256191,10761.46392028753,10548.36562483629,10616.847066985809,556783
2024-04-09 00:42:24.919922+05:30,10646.512264379284,10752.977387023077,10540.047141735491,10590.388927343563,247913
2024-04-10 00:42:24.919922+05:30,10661.212437743096,10767.824562120526,10554.600313365665,10601.97312860293,893136
2024-04-11 00:42:24.919922+05:30,10725.609880396112,10832.865979200073,10618.353781592152,10766.525711692671,778409
2024-04-12 00:42:24.919922+05:30,10669.536989670492,10776.232359567197,10562.841619773788,10598.982819634304,189643
2024-04-15 00:42:24.919922+05:30,10678.236049184134,10785.018409675975,10571.453688692292,10635.428546419273,185196
2024-04-16 00:42:24.919922+05:30,10790.092598788722,10897.99352477661,10682.191672800835,10800.86045634707,179015
2024-04-17 00:42:24.919922+05:30,10768.072665673188,10875.75339232992,10660.391939016456,10850.000741342237,513856
2024-04-18 00:42:24.919922+05:30,10638.048323481087,10744.428806715898,10531.667840246277,10580.896346740505,740839
2024-04-19 00:42:24.919922+05:30,10788.87409776049,10896.762838738096,10680.985356782885,10753.760090567775,203173
2024-04-22 00:42:24.919922+05:30,10770.937140493135,10878.646511898067,10663.227769088204,10732.688817600183,382402
2024-04-23 00:42:24.919922+05:30,10787.545604421774,10895.421060465991,10679.670148377556,10828.304450730298,308692
2024-04-24 00:42:24.919922+05:30,10811.728035588387,10919.84531594427,10703.610755232503,10761.50605331429,666716
2024-04-25 00:42:24.919922+05:30,10756.769429386484,10864.337123680349,10649.20173509262,10865.249495777412,368391
2024-04-26 00:42:24.919922+05:30,10646.836985865306,10753.305355723958,10540.368616006654,10726.267642391573,899344
2024-04-29 00:42:24.919922+05:30,10517.638492156377,10622.81487707794,10412.462107234813,10609.898435029569,320674
2024-04-30 00:42:24.919922+05:30,10669.155319010353,10775.846872200456,10562.46376582025,10666.489606767436,954222
2024-05-01 00:42:24.919922+05:30,10723.54013756022,10830.775538935823,10616.304736184617,10684.635604742802,202431
2024-05-02 00:42:24.919922+05:30,10833.99609105494,10942.336051965489,10725.65613014439,10801.695500919306,387734
2024-05-03 00:42:24.919922+05:30,10947.804482957052,11057.282527786623,10838.32643812748,10987.1124108166,127486
2024-05-06 00:42:24.919922+05:30,10842.154868200578,10950.576416882584,10733.733319518571,10868.88183598513,844245
2024-05-07 00:42:24.919922+05:30,10758.998537845588,10866.588523224043,10651.408552467132,10728.562550194776,567969
2024-05-08 00:42:24.919922+05:30,10745.30117196632,10852.754183685984,10637.848160246658,10769.33377621788,916213
2024-05-09 00:42:24.919922+05:30,10614.51135276812,10720.656466295803,10508.366239240439,10583.446628028098,466208
2024-05-10 00:42:24.919922+05:30,10570.833725284308,10676.542062537152,10465.125388031465,10560.527214371523,510162
2024-05-13 00:42:24.919922+05:30,10665.179634502207,10771.831430847229,10558.527838157184,10626.081471155609,325422
2024-05-14 00:42:24.919922+05:30,10696.367107872278,10803.330778951002,10589.403436793555,10669.326776623217,601222
2024-05-15 00:42:24.919922+05:30,10658.84605812424,10765.434518705482,10552.257597542997,10612.266510116802,795669
2024-05-16 00:42:24.919922+05:30,10439.79693643518,10544.194905799532,10335.398967070827,10255.879988703755,970036
2024-05-17 00:42:24.919922+05:30,10463.27766118619,10567.910437798051,10358.644884574329,10436.949340620686,787647
2024-05-20 00:42:24.919922+05:30,10602.16471583974,10708.186362998138,10496.143068681344,10595.494831134429,144511
2024-05-21 00:42:24.919922+05:30,10548.475822887922,10653.9605811168,10442.991064659043,10562.04002502649,642173
2024-05-22 00:42:24.919922+05:30,10619.295621651334,10725.488577867847,10513.10266543482,10525.545201880042,394851
2024-05-23 00:42:24.919922+05:30,10626.443819234219,10732.70825742656,10520.179381041877,10723.158903787504,418902
2024-05-24 00:42:24.919922+05:30,10599.329619857199,10705.322916055771,10493.336323658626,10618.363994022066,749019
2024-05-27 00:42:24.919922+05:30,10637.60172286657,10743.977740095235,10531.225705637904,10650.613342439665,874984
2024-05-28 00:42:24.919922+05:30,10609.840754191975,10715.939161733895,10503.742346650055,10500.362722842292,905312
2024-05-29 00:42:24.919922+05:30,10587.17549225523,10693.047247177783,10481.303737332677,10636.523730370533,522648
2024-05-30 00:42:24.919922+05:30,10387.719306337794,10491.596499401172,10283.842113274417,10415.595245794466,151517
2024-05-31 00:42:24.919922+05:30,10409.562852845856,10513.658481374316,10305.467224317397,10325.620228541951,435588
2024-06-03 00:42:24.919922+05:30,10544.613200688646,10650.059332695531,10439.16706868176,10684.334145509523,280913
2024-06-04 00:42:24.919922+05:30,10610.938024209487,10717.047404451581,10504.828643967392,10572.453499990548,644541
2024-06-05 00:42:24.919922+05:30,10415.427626613728,10519.581902879865,10311.27335034759,10395.245345483192,164656
2024-06-06 00:42:24.919922+05:30,10362.399188464822,10466.02318034947,10258.775196580174,10370.291251118208,573188
2024-06-07 00:42:24.919922+05:30,10367.702807032698,10471.379835103025,10264.02577896237,10313.258735618852,964803
2024-06-10 00:42:24.919922+05:30,10271.707513340185,10374.424588473586,10168.990438206783,10172.471999262845,892293
2024-06-11 00:42:24.919922+05:30,10078.548437939995,10179.333922319394,9977.762953560596,10084.383200060765,339451
2024-06-12 00:42:24.919922+05:30,10089.440281130075,10190.334683941375,9988.545878318775,10090.16546706254,561423
2024-06-13 00:42:24.919922+05:30,9966.859786878462,10066.528384747247,9867.191189009676,9943.479856291615,644783
2024-06-14 00:42:24.919922+05:30,9881.058553844618,9979.869139383063,9782.247968306172,9913.295696504667,267384
2024-06-17 00:42:24.919922+05:30,9993.904519018004,10093.843564208184,9893.965473827824,9958.542460803523,765479
2024-06-18 00:42:24.919922+05:30,9991.700504200142,10091.617509242144,9891.78349915814,9944.486217573489,361806
2024-06-19 00:42:24.919922+05:30,9947.103357373408,10046.574390947142,9847.632323799673,9905.442942894555,731971
2024-06-20 00:42:24.919922+05:30,9905.673813307072,10004.730551440143,9806.617075174001,9892.884577860288,894114
2024-06-21 00:42:24.919922+05:30,10038.536290011041,10138.92165291115,9938.150927110932,10005.216505138353,328069
2024-06-24 00:42:24.919922+05:30,10132.019352389787,10233.339545913685,10030.69915886589,10169.510407978609,368512
2024-06-25 00:42:24.919922+05:30,10410.9177828426,10515.026960671026,10306.808605014174,10468.204541162038,580824
2024-06-26 00:42:24.919922+05:30,10171.63196463078,10273.348284277088,10069.915644984472,10196.857277906389,346883
2024-06-27 00:42:24.919922+05:30,10128.064381207203,10229.345025019275,10026.783737395132,10124.766870235313,491624
2024-06-28 00:42:24.919922+05:30,10353.01726633064,10456.547438993946,10249.487093667334,10377.202066143684,163926
2024-07-01 00:42:24.919922+05:30,10354.216628471742,10457.75879475646,10250.674462187024,10403.027948306928,693829
2024-07-02 00:42:24.919922+05:30,10300.439132082261,10403.443523403084,10197.434740761439,10347.979015409526,240004
2024-07-03 00:42:24.919922+05:30,10374.812132988527,10478.560254318412,10271.064011658642,10468.04040441337,188215
2024-07-04 00:42:24.919922+05:30,10192.01712621431,10293.937297476454,10090.096954952167,10177.719177872974,635636
2024-07-05 00:42:24.919922+05:30,10166.80068406696,10268.46869090763,10065.132677226291,10210.360322331073,884553
2024-07-08 00:42:24.919922+05:30,10191.844571652811,10293.76301736934,10089.926125936283,10175.745490220806,465006
2024-07-09 00:42:24.919922+05:30,10283.915946674051,10386.755106140792,10181.07678720731,10200.846565597576,120933
2024-07-10 00:42:24.919922+05:30,10285.189584771977,10388.041480619697,10182.337688924257,10213.684507839242,881222
2024-07-11 00:42:24.919922+05:30,10412.091727805717,10516.212645083773,10307.97081052766,10499.796401426764,985989
2024-07-12 00:42:24.919922+05:30,10682.572166317197,10789.397887980369,10575.746444654025,10780.150837145004,509197
2024-07-15 00:42:24.919922+05:30,10688.38320190326,10795.267033922293,10581.499369884226,10622.746983080451,914852
2024-07-16 00:42:24.919922+05:30,10523.071154767287,10628.30186631496,10417.840443219615,10514.607536320183,815680
2024-07-17 00:42:24.919922+05:30,10416.008309719822,10520.16839281702,10311.848226622624,10471.980684679256,680339
2024-07-18 00:42:24.919922+05:30,10270.735061315987,10373.442411929147,10168.027710702827,10228.202632389051,921926
2024-07-19 00:42:24.919922+05:30,10373.188568833857,10476.920454522196,10269.456683145518,10311.704634829937,393247
2024-07-22 00:42:24.919922+05:30,10283.978034874184,10386.817815222927,10181.138254525442,10321.78337477044,442724
2024-07-23 00:42:24.919922+05:30,10110.154632171032,10211.256178492742,10009.053085849322,10144.112925683117,100202
2024-07-24 00:42:24.919922+05:30,10174.657783385697,10276.404361219555,10072.91120555184,10152.036973260338,808300
2024-07-25 00:42:24.919922+05:30,10262.4568653525,10365.081434006026,10159.832296698974,10240.344157954878,593698
2024-07-26 00:42:24.919922+05:30,10418.807098337555,10522.99516932093,10314.61902735418,10333.635231434346,235222
2024-07-29 00:42:24.919922+05:30,10510.966527465098,10616.076192739749,10405.856862190447,10606.150852037661,935498
2024-07-30 00:42:24.919922+05:30,10502.488930832942,10607.513820141272,10397.464041524612,10537.750132948553,381411
2024-07-31 00:42:24.919922+05:30,10444.527483799631,10548.972758637628,10340.082208961634,10448.029459215002,974734
2024-08-01 00:42:24.919922+05:30,10573.197664277528,10678.929640920303,10467.465687634753,10537.23207329597,572921
2024-08-02 00:42:24.919922+05:30,10520.38084453285,10625.58465297818,10415.177036087522,10524.455944106694,843002
2024-08-05 00:42:24.919922+05:30,10602.795796321714,10708.823754284931,10496.767838358497,10641.549799302335,641793
2024-08-06 00:42:24.919922+05:30,10585.243817925159,10691.09625610441,10479.391379745906,10549.929953042469,290975
2024-08-07 00:42:24.919922+05:30,10604.863808956577,10710.912447046143,10498.815170867012,10580.117773795708,795738
2024-08-08 00:42:24.919922+05:30,10662.383169339726,10769.007001033124,10555.759337646328,10638.055281017752,714626
2024-08-09 00:42:24.919922+05:30,10806.265555213144,10914.328210765276,10698.202899661012,10813.369954937349,860601
2024-08-12 00:42:24.919922+05:30,10923.13382159503,11032.365159810981,10813.90248337908,10984.525611944044,327607
2024-08-13 00:42:24.919922+05:30,10856.906898599113,10965.475967585104,10748.337829613121,10813.599038601691,382524
2024-08-14 00:42:24.919922+05:30,10531.036877150591,10636.347245922097,10425.726508379084,10604.720468075535,630389
2024-08-15 00:42:24.919922+05:30,10357.722406909357,10461.29963097845,10254.145182840264,10345.903769875644,544324
2024-08-16 00:42:24.919922+05:30,10361.191890533482,10464.803809438818,10257.579971628147,10385.081193915192,191453
2024-08-19 00:42:24.919922+05:30,10345.61368306903,10449.06981989972,10242.15754623834,10298.440154087508,949077
2024-08-20 00:42:24.919922+05:30,10220.358307845507,10322.561890923962,10118.154724767051,10191.0346604301,239565
2024-08-21 00:42:24.919922+05:30,10221.064277966014,10323.274920745675,10118.853635186353,10147.721853346524,424929
2024-08-22 00:42:24.919922+05:30,10196.588231280526,10298.55411359333,10094.622348967721,10264.485936313884,252812
2024-08-23 00:42:24.919922+05:30,10323.709949584196,10426.947049080038,10220.472850088354,10329.527858343516,415922
2024-08-26 00:42:24.919922+05:30,10290.592981785097,10393.498911602948,10187.687051967247,10240.791435716501,800635
2024-08-27 00:42:24.919922+05:30,10523.17854100708,10628.410326417152,10417.94675559701,10610.689274924958,545633
2024-08-28 00:42:24.919922+05:30,10514.049270607224,10619.189763313296,10408.908777901152,10427.001695713652,641674
2024-08-29 00:42:24.919922+05:30,10384.281312284684,10488.12412540753,10280.438499161837,10369.198772593667,344385
2024-08-30 00:42:24.919922+05:30,10368.300387772915,10471.983391650645,10264.617383895185,10349.06162370886,916937
2024-09-02 00:42:24.919922+05:30,10215.588356205872,10317.74423976793,10113.432472643814,10225.753031480452,961153
2024-09-03 00:42:24.919922+05:30,10122.945736690997,10224.175194057907,10021.716279324088,10027.9887951035,515158
2024-09-04 00:42:24.919922+05:30,10132.393969205901,10233.717908897961,10031.070029513841,10052.041033734424,970378
2024-09-05 00:42:24.919922+05:30,10216.16766994039,10318.329346639795,10114.005993240986,10309.382182999858,931823
2024-09-06 00:42:24.919922+05:30,10320.63255781078,10423.83888338889,10217.426232232672,10417.230442073653,603825
2024-09-09 00:42:24.919922+05:30,10371.770906354337,10475.48861541788,10268.053197290794,10424.015161937872,242265
2024-09-10 00:42:24.919922+05:30,10424.182820927477,10528.424649136752,10319.940992718202,10482.455124754966,204238
2024-09-11 00:42:24.919922+05:30,10524.54603625776,10629.791496620337,10419.300575895182,10577.068554269192,706308
2024-09-12 00:42:24.919922+05:30,10442.075338774228,10546.49609216197,10337.654585386486,10553.84994845998,515869
2024-09-13 00:42:24.919922+05:30,10219.752443347352,10321.949967780825,10117.554918913878,10218.079324374105,750624
2024-09-16 00:42:24.919922+05:30,10261.923893398987,10364.543132332978,10159.304654464997,10318.585768609357,366294
2024-09-17 00:42:24.919922+05:30,10084.451114010422,10185.295625150527,9983.606602870317,10080.370193675057,423344
2024-09-18 00:42:24.919922+05:30,9833.700740749975,9932.037748157474,9735.363733342476,9805.430138545387,390232
2024-09-19 00:42:24.919922+05:30,9810.542631577599,9908.648057893375,9712.437205261822,9833.797196796058,976999
2024-09-20 00:42:24.919922+05:30,9849.253454822388,9947.745989370613,9750.760920274164,9883.125926566321,994073
2024-09-23 00:42:24.919922+05:30,9811.59758067704,9909.71355648381,9713.48160487027,9800.58674619379,399290
2024-09-24 00:42:24.919922+05:30,9760.779103924986,9858.386894964236,9663.171312885735,9847.176798321982,556396
2024-09-25 00:42:24.919922+05:30,9703.787541705267,9800.82541712232,9606.749666288215,9796.899602772923,676100
2024-09-26 00:42:24.919922+05:30,9772.175156248082,9869.896907810564,9674.4534046856,9789.530580039605,984150
2024-09-27 00:42:24.919922+05:30,9759.206444543588,9856.798508989024,9661.614380098152,9806.219986426015,315905
2024-09-30 00:42:24.919922+05:30,9702.606642809667,9799.632709237763,9605.580576381572,9610.875532130252,921041
2024-10-01 00:42:24.919922+05:30,9648.51175268409,9744.99687021093,9552.026635157248,9689.491802874849,285735
2024-10-02 00:42:24.919922+05:30,9559.709943488653,9655.30704292354,9464.112844053767,9586.017139416635,806216
2024-10-03 00:42:24.919922+05:30,9430.807783654252,9525.115861490794,9336.49970581771,9450.263832914017,620347
2024-10-04 00:42:24.919922+05:30,9388.997142246686,9482.887113669152,9295.10717082422,9383.613781915494,480439
2024-10-07 00:42:24.919922+05:30,9311.738318850112,9404.855702038612,9218.620935661611,9367.451722863778,661636
2024-10-08 00:42:24.919922+05:30,9268.67034581682,9361.357049274988,9175.983642358651,9269.722332272044,429225
2024-10-09 00:42:24.919922+05:30,9125.979220233678,9217.239012436014,9034.719428031342,9089.65749688957,175059
2024-10-10 00:42:24.919922+05:30,8946.638854671264,9036.105243217977,8857.172466124552,8912.613012228694,235047
2024-10-11 00:42:24.919922+05:30,9009.32644700222,9099.419711472243,8919.233182532198,8946.482326313313,159024
2024-10-14 00:42:24.919922+05:30,8951.021251432325,9040.531463946649,8861.511038918,8932.92114867041,297514
2024-10-15 00:42:24.919922+05:30,9006.28708916177,9096.349960053387,8916.224218270152,8999.169575070518,486990
2024-10-16 00:42:24.919922+05:30,9124.069043229165,9215.309733661457,9032.828352796872,9103.133771802228,645291
2024-10-17 00:42:24.919922+05:30,9150.711950454943,9242.219069959492,9059.204830950393,9065.881396845885,702327
2024-10-18 00:42:24.919922+05:30,9133.077432458891,9224.40820678348,9041.746658134301,9155.40144835338,671660
2024-10-21 00:42:24.919922+05:30,9164.75056038442,9256.398065988264,9073.103054780577,9112.476443890928,942722
2024-10-22 00:42:24.919922+05:30,9101.176290574544,9192.18805348029,9010.164527668798,9204.97820289099,615770
2024-10-23 00:42:24.919922+05:30,9064.511538268363,9155.156653651047,8973.86642288568,9090.142208672389,760655
2024-10-24 00:42:24.919922+05:30,8997.451668998814,9087.426185688802,8907.477152308826,9008.98231598484,106554
2024-10-25 00:42:24.919922+05:30,9013.21750517688,9103.34968022865,8923.085330125112,9118.055371320548,252909
2024-10-28 00:42:24.919922+05:30,9037.48931073851,9127.864203845897,8947.114417631125,8989.326121215743,166860
2024-10-29 00:42:24.919922+05:30,8887.842209221091,8976.720631313303,8798.96378712888,8879.332517383064,879670
2024-10-30 00:42:24.919922+05:30,8857.46950606828,8946.044201128963,8768.894811007598,8763.403678474844,120330
2024-10-31 00:42:24.919922+05:30,8965.70947529205,9055.36657004497,8876.05238053913,8997.14985525671,530365
2024-11-01 00:42:24.919922+05:30,8984.510621211804,9074.355727423923,8894.665514999686,9033.740586844488,821722
2024-11-04 00:42:24.919922+05:30,8981.831317964869,9071.649631144517,8892.01300478522,9021.543888905198,852385
2024-11-05 00:42:24.919922+05:30,8883.123539768589,8971.954775166274,8794.292304370903,8922.962715346857,636326
2024-11-06 00:42:24.919922+05:30,8905.675647771435,8994.73240424915,8816.618891293721,8972.592874559436,166108
2024-11-07 00:42:24.919922+05:30,8893.504578050932,8982.43962383144,8804.569532270423,8841.630532091693,840997
2024-11-08 00:42:24.919922+05:30,8934.276780727787,9023.619548535065,8844.934012920508,8932.406350815485,130611
2024-11-11 00:42:24.919922+05:30,8907.014954678425,8996.085104225209,8817.944805131641,8885.074332492502,956331
2024-11-12 00:42:24.919922+05:30,9125.671936252538,9216.928655615064,9034.415216890013,9192.165179797425,298816
2024-11-13 00:42:24.919922+05:30,9082.579128520549,9173.404919805755,8991.753337235343,9088.10178338789,203666
2024-11-14 00:42:24.919922+05:30,9002.877967711407,9092.90674738852,8912.849188034294,9049.22759016265,701777
2024-11-15 00:42:24.919922+05:30,9008.019386858394,9098.099580726977,8917.93919298981,9036.16885877889,288387
2024-11-18 00:42:24.919922+05:30,8913.97152485956,9003.111240108155,8824.831809610965,8961.264463646265,951168
2024-11-19 00:42:24.919922+05:30,8900.064212061068,8989.064854181679,8811.063569940457,8903.572650771375,111811
2024-11-20 00:42:24.919922+05:30,8823.425479345247,8911.6597341387,8735.191224551794,8856.3332108842,687242
2024-11-21 00:42:24.919922+05:30,8760.017479355478,8847.617654149033,8672.417304561923,8699.007219370555,782209
2024-11-22 00:42:24.919922+05:30,8864.90973804737,8953.558835427844,8776.260640666897,8893.84026688198,429133
2024-11-25 00:42:24.919922+05:30,8695.611565723355,8782.56768138059,8608.65545006612,8705.708896187052,605876
2024-11-26 00:42:24.919922+05:30,8759.080580493972,8846.67138629891,8671.489774689033,8780.471803344857,120197
2024-11-27 00:42:24.919922+05:30,8833.681147863213,8922.017959341845,8745.344336384582,8854.969777023844,841911
2024-11-28 00:42:24.919922+05:30,8753.53689937567,8841.072268369426,8666.001530381913,8751.628438598296,433981
2024-11-29 00:42:24.919922+05:30,8612.00153151243,8698.121546827553,8525.881516197305,8643.65658333698,179458
2024-12-02 00:42:24.919922+05:30,8649.341681499433,8735.835098314426,8562.848264684439,8666.611681412707,392257
2024-12-03 00:42:24.919922+05:30,8618.14012332893,8704.32152456222,8531.958722095642,8573.907448800217,661436
2024-12-04 00:42:24.919922+05:30,8724.694738985485,8811.94168637534,8637.44779159563,8709.271020493597,415845
2024-12-05 00:42:24.919922+05:30,8559.888996831358,8645.487886799672,8474.290106863044,8472.43241361512,332399
2024-12-06 00:42:24.919922+05:30,8531.017403662749,8616.327577699376,8445.707229626121,8579.466654252143,744464
2024-12-09 00:42:24.919922+05:30,8548.778803721772,8634.266591758991,8463.291015684554,8541.406490875674,474276
2024-12-10 00:42:24.919922+05:30,8671.763449256016,8758.481083748577,8585.045814763454,8654.763148669887,568104
2024-12-11 00:42:24.919922+05:30,8717.661452562932,8804.838067088562,8630.484838037302,8713.636080396878,892144
2024-12-12 00:42:24.919922+05:30,8789.469895680137,8877.364594636938,8701.575196723335,8805.964661263299,292468
2024-12-13 00:42:24.919922+05:30,8792.553133079597,8880.478664410393,8704.6276017488,8789.789437202297,230112
2024-12-16 00:42:24.919922+05:30,8788.48431518095,8876.369158332758,8700.59947202914,8815.349583982377,317302
2024-12-17 00:42:24.919922+05:30,8749.86438060586,8837.36302441192,8662.365736799802,8787.493816271488,386218
2024-12-18 00:42:24.919922+05:30,8762.099429470063,8849.720423764764,8674.478435175362,8738.56028456702,240713
2024-12-19 00:42:24.919922+05:30,8740.7759227878,8828.183682015677,8653.368163559922,8763.761045065741,301014
2024-12-20 00:42:24.919922+05:30,8707.26571416885,8794.33837131054,8620.193057027162,8700.887172381668,240278
2024-12-23 00:42:24.919922+05:30,8805.972569563775,8894.032295259412,8717.912843868138,8737.227871665433,231025
2024-12-24 00:42:24.919922+05:30,8795.379364088833,8883.333157729721,8707.425570447944,8791.326710617492,830959
2024-12-25 00:42:24.919922+05:30,8827.975737332286,8916.255494705609,8739.695979958964,8846.394275499386,756861
2024-12-26 00:42:24.919922+05:30,8814.554523278337,8902.70006851112,8726.408978045554,8774.255842232302,593266
2024-12-27 00:42:24.919922+05:30,8828.35820424761,8916.641786290087,8740.074622205133,8835.184557206896,215901
2024-12-30 00:42:24.919922+05:30,8892.544002068425,8981.46944208911,8803.61856204774,8913.819803943483,212163
2024-12-31 00:42:24.919922+05:30,8999.956597532824,9089.956163508152,8909.957031557497,9022.308126357955,752939
2025-01-01 00:42:24.919922+05:30,9012.55338278182,9102.678916609639,8922.427848954001,9012.86044980782,370004
2025-01-02 00:42:24.919922+05:30,8864.241823217382,8952.884241449556,8775.599404985209,8904.185765658347,365341
2025-01-03 00:42:24.919922+05:30,8822.088267078443,8910.309149749228,8733.867384407658,8834.524715194682,225023
2025-01-06 00:42:24.919922+05:30,8826.60342343033,8914.869457664634,8738.337389196025,8855.896582477364,426309
2025-01-07 00:42:24.919922+05:30,8834.671205032619,8923.017917082945,8746.324492982292,8864.765005701398,799270
2025-01-08 00:42:24.919922+05:30,8891.327856616495,8980.241135182661,8802.41457805033,8872.505723579185,923960
2025-01-09 00:42:24.919922+05:30,8794.606500842056,8882.552565850476,8706.660435833635,8845.254924152394,202241
2025-01-10 00:42:24.919922+05:30,8830.297856046052,8918.600834606514,8741.994877485591,8863.782952890404,513809
2025-01-13 00:42:24.919922+05:30,8764.465377645289,8852.110031421742,8676.820723868836,8746.519762780537,225707
2025-01-14 00:42:24.919922+05:30,8822.77058254853,8910.998288374016,8734.542876723044,8820.451201651938,604804
2025-01-15 00:42:24.919922+05:30,8700.530404637304,8787.535708683678,8613.52510059093,8645.618768400102,247435
2025-01-16 00:42:24.919922+05:30,8772.03578558404,8859.75614343988,8684.3154277282,8744.159904759692,966247
2025-01-17 00:42:24.919922+05:30,8827.99083845048,8916.270746834985,8739.710930065974,8938.022940808263,617215
2025-01-20 00:42:24.919922+05:30,8908.666232464033,8997.752894788673,8819.579570139393,8902.682170575054,561573
2025-01-21 00:42:24.919922+05:30,8912.987719129884,9002.117596321183,8823.857841938585,8900.180186067515,236038
2025-01-22 00:42:24.919922+05:30,8890.405920225652,8979.30997942791,8801.501861023395,8898.291963736683,690019
2025-01-23 00:42:24.919922+05:30,8948.555090414202,9038.040641318345,8859.06953951006,8960.650683411215,447954
2025-01-24 00:42:24.919922+05:30,8873.639382880452,8962.375776709257,8784.902989051647,8906.805938438223,469461
2025-01-27 00:42:24.919922+05:30,8876.560939643277,8965.32654903971,8787.795330246845,8838.761152721598,137519
